Date,Rank,TRACK,Peak,Prev,Streak,Streams
2025-01-30,85,"Bujji Thalli (From ""Thandel"") Devi Sri Prasad, Javed Ali, Shree Mani",77,78,9,1788582
2025-01-30,86,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"") Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",15,92,66,1775091
2025-01-30,87,"Saiyyan Kailash Kher, Paresh Kamath, Naresh Kamath",83,83,29,1771148
2025-01-30,88,"Tu Hain Toh (From ""Mr. And Mrs. Mahi"") Bunny, Hunny, Sagar",8,85,32,1770416
2025-01-30,89,"Jeene Laga Hoon Atif Aslam, Shreya Ghoshal, Sachin-Jigar",62,91,17,1766017
2025-01-30,90,"Soulmate Badshah, Arijit Singh",2,95,45,1762830
2025-01-30,91,"Departure Lane Talha Anjum, Umair",68,68,4,1761525
2025-01-30,92,"Hamari Adhuri Kahani (Title Track) Jeet Gannguli, Arijit Singh",56,96,128,1756622
2025-01-30,93,"White Brown Black Avvy Sra, Karan Aujla, Jaani",29,72,111,1751762
2025-01-30,94,"Soni Soni (From ""Ishq Vishk Rebound"") Darshan Raval, Jonita Gandhi, Rochak Kohli, Gurpreet Saini",4,104,35,1736857
2025-01-30,95,"Mitwa Shankar-Ehsaan-Loy, Shankar Mahadevan, Caralisa Monteiro, Shafqat Amanat Ali",95,112,14,1732900
2025-01-30,96,"Tere Bina A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",96,97,23,1730512
2025-01-30,97,"Pani Da Rang - Male Vocals Ayushmann Khurrana, Rochak Kohli",68,109,10,1716505
2025-01-30,98,Cheques Shubh,1,93,88,1715325
2025-01-30,99,"Kabira Pritam, Tochi Raina, Rekha Bhardwaj",31,103,251,1707338
2025-01-30,100,"Ae Dil Hai Mushkil Title Track Pritam, Arijit Singh",79,113,127,1702263
2025-01-30,101,"Kesariya Pritam, Arijit Singh, Amitabh Bhattacharya",1,107,133,1692162
2025-01-30,102,"Dil Tu Jaan Tu Gurnazar, Chet Singh",14,111,27,1689281
2025-01-30,103,Tera Fitoor Arijit Singh,61,106,5,1688472
2025-01-30,104,"O Meri Laila Atif Aslam, Jyotica Tangri",16,87,25,1685472
2025-01-30,105,"Hawayein Pritam, Arijit Singh",51,100,99,1680766
2025-01-30,106,Tere Bina Na Guzara E Josh Brar,19,90,16,1672595
2025-01-30,107,"Hasi - Male Version Ami Mishra, Kunaal Vermaa",77,102,83,1664309
2025-01-30,108,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"") Pritam, Arijit Singh, Shreya Ghoshal, Amitabh Bhattacharya",9,123,83,1660103
2025-01-30,109,"Ishq Di Baajiyaan Shankar-Ehsaan-Loy, Diljit Dosanjh",109,124,8,1658142
2025-01-30,110,"Ilahi Pritam, Arijit Singh",110,116,5,1648801
2025-01-30,111,"Aaye Haaye (Feat. Nora Fatehi) Karan Aujla, Neha Kakkar, Jay Trak",32,77,8,1646583
2025-01-30,112,"Chaleya Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar",1,115,77,1644194
2025-01-30,113,Samjho Na Aditya Rikhari,23,105,85,1634764
2025-01-30,114,"Tenu Sang Rakhna Achint, Arijit Singh, Anumita Nadesan, Varun Grover",94,94,4,1633625
2025-01-30,115,"Aasa Kooda - From ""Think Indie"" Sai Abhyankkar, Sai Smriti",3,98,32,1627995
2025-01-30,116,Knife Brows Dhanda Nyoliwala,80,129,12,1621943
2025-01-30,117,"Pee Loon Pritam, Mohit Chauhan, Irshad Kamil",37,99,49,1620967
2025-01-30,118,"Kalank - Title Track Pritam, Arijit Singh",5,128,6,1618906
2025-01-30,119,"Kho Gaye Taaruk Raina, Mismatched - Cast",8,81,6,1614195
2025-01-30,120,"Phir Mohabbat (From ""Murder 2"") Mohammed Irfan, Arijit Singh, Saim Bhat",120,131,5,1609568
2025-01-30,121,"Mast Magan (From ""2 States"") Arijit Singh, Chinmayi",45,125,138,1607866
2025-01-30,122,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"") Sachin-Jigar, Arijit Singh, Amitabh Bhattacharya",1,132,5,1607800
2025-01-30,123,Love Dose Yo Yo Honey Singh,32,114,22,1605731
2025-01-30,124,"God Damn Badshah, Karan Aujla, Hiten",15,108,45,1593880
2025-01-30,125,Buckle Up Shubh,125,—,1,1593639
2025-01-30,126,"Phir Bhi Tumko Chaahunga Mithoon, Arijit Singh, Shashaa Tirupati",120,120,19,1581056
2025-01-30,127,"Tere Sang Yaara Atif Aslam, Manoj Muntashir",125,127,12,1571995
2025-01-30,128,"Banjaara (From ""Ek Villain"") Mohammed Irfan",128,147,4,1564487
2025-01-30,129,Blue Eyes Yo Yo Honey Singh,38,117,22,1561859
2025-01-30,130,"Zaroor Aparshakti Khurana, Savi Kahlon",13,122,26,1560872
2025-01-30,131,Kahani Suno 2.0 Kaifi Khalil,1,133,111,1552460
2025-01-30,132,"Morni Badshah, Sharvi Yadav, Hiten",33,89,10,1540289
2025-01-30,133,"Humnava Mere Jubin Nautiyal, Rocky - Shiv",66,143,22,1538844
2025-01-30,134,"Taras - From ""Munjya"" Sachin-Jigar, Jasmine Sandlas, Amitabh Bhattacharya",38,121,33,1533491
2025-01-30,135,"Tujhe Bhula Diya Vishal-Shekhar, Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak",94,141,21,1533367
2025-01-30,136,I Wanna Be Yours Arctic Monkeys,48,134,116,1530424
2025-01-30,137,"Peelings (From ""Pushpa 2 The Rule"") [TELUGU] Shankarr Babu Kandukoori, Laxmi Dasa, Devi Sri Prasad, Chandra Bose, Siju Thuravoor",19,86,8,1528341
2025-01-30,138,"Kasturi (From ""Amar Prem Ki Prem Kahani"") Arijit Singh, Prasad S, Kunaal Vermaa",65,135,15,1523218
2025-01-30,139,Maan Meri Jaan King,1,119,120,1521762
2025-01-30,140,"Timeless (feat. Playboi Carti) The Weeknd, Playboi Carti",140,148,6,1519380
2025-01-30,141,"Winning Speech Karan Aujla, Mxrci",8,137,37,1511918
2025-01-30,142,"Zara Sa Pritam, KK",33,161,18,1508969
2025-01-30,143,"Chale Aana (From ""De De Pyaar De"") Amaal Mallik, Armaan Malik, Kunaal Vermaa",18,110,12,1504453
2025-01-30,144,"Admirin' You (feat. Preston Pablo) Karan Aujla, Ikky, Preston Pablo",24,130,78,1504042
2025-01-30,145,"Malang Sajna Sachet Tandon, Parampara Tandon, Kumaar, Sachet-Parampara",4,118,106,1501105
2025-01-30,146,"Pal Javed-Mohsin, Arijit Singh, Shreya Ghoshal, Kunaal Vermaa, Prashant Ingole",34,144,195,1494725
2025-01-30,147,"Hona Tha Pyar Atif Aslam, Hadiqa Kiani",147,155,2,1483345
2025-01-30,148,"Tere Naina Shankar-Ehsaan-Loy, Shafqat Amanat Ali",142,142,3,1481391
2025-01-30,149,"Beete Lamhein (From ""The Train"") KK",75,174,38,1476128
2025-01-30,150,"Bolna (From ""Kapoor & Sons (Since 1921)"") Tanishk Bagchi, Arijit Singh, Asees Kaur",59,154,67,1473480
2025-01-30,151,Old Money AP Dhillon,13,126,24,1470701
2025-01-30,152,"Ve Haaniyaan Danny, Avvy Sra, Sagar",10,151,52,1467937
2025-01-30,153,"Khuda Jaane Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",37,152,89,1456285
2025-01-30,154,"Mere Mehboob Sachin-Jigar, Shilpa Rao, Sachet Tandon, Priya Saraiya",29,138,17,1450677
2025-01-30,155,Asal Mein Darshan Raval,21,179,101,1450320
2025-01-30,156,Guzarish Javed Ali,148,169,16,1448922
2025-01-30,157,Nazm Nazm Arko,106,153,8,1445435
2025-01-30,158,"Zaalima Arijit Singh, Harshdeep Kaur",78,149,6,1443515
2025-01-30,159,"One Of The Girls (with JENNIE, Lily Rose Depp) The Weeknd, JENNIE, Lily-Rose Depp",98,145,56,1443218
2025-01-30,160,"Chahun Main Ya Naa (From ""Aashiqui 2"") Palak Muchhal, Arijit Singh",108,156,63,1440796
2025-01-30,161,"Maaye (From ""Sky Force"") Tanishk Bagchi, Manoj Muntashir, B Praak",161,—,1,1423235
2025-01-30,162,"Samjhawan Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",70,171,5,1416210
2025-01-30,163,Manjha Vishal Mishra,16,139,99,1413706
2025-01-30,164,"2 Khatole Masoom Sharma, Manjeet Mor, Chahal Saab, Vikash Rajana",136,136,4,1409531
2025-01-30,165,Perfect Ed Sheeran,29,168,250,1399002
2025-01-30,166,"Tum Tak A.R. Rahman, Javed Ali, KIRTI SAGATHIA, Pooja AV",166,185,2,1392992
2025-01-30,167,Hale Dil Harshit Saxena,98,150,4,1373346
2025-01-30,168,Up To U Dhanda Nyoliwala,58,158,12,1367623
2025-01-30,169,"Starboy The Weeknd, Daft Punk",12,170,138,1363914
2025-01-30,170,"Blender Masoom Sharma, Swara Verma, Dev Chouhan, Pooja Saxena",170,177,4,1355622
2025-01-30,171,"Kinni Kinni Diljit Dosanjh, thiarajxtt",24,157,64,1355326
2025-01-30,172,"Hua Main (From ""ANIMAL"") Raghav Chaitanya, Manoj Muntashir, Pritam",6,163,68,1347628
2025-01-30,173,Deewana Kar Raha Hai Javed Ali,164,164,2,1339674
2025-01-30,174,"Kun Faya Kun A.R. Rahman, Javed Ali, Mohit Chauhan",60,189,4,1336123
2025-01-30,175,"Sawadeeka (From ""Vidaamuyarchi"") Anirudh Ravichander, Anthony Daasan, Arivu",159,159,3,1330616
2025-01-30,176,"Piya O Re Piya Atif Aslam, Shreya Ghoshal, Sachin-Jigar",114,140,4,1330069
2025-01-30,177,ANTIDOTE Karan Aujla,32,178,31,1329796
2025-01-30,178,"Raabta Pritam, Arijit Singh",41,184,15,1325032
2025-01-30,179,Fell For You Shubh,179,—,1,1322687
2025-01-30,180,"Illuminati Sushin Shyam, Dabzee, Vinayak Sasikumar",3,166,43,1313150
2025-01-30,181,Mahiye Jinna Sohna Darshan Raval,2,200,4,1310878
2025-01-30,182,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship"" Mansheel Gujral, Akhil Sachdeva",33,180,7,1310796
2025-01-30,183,"Lalkara Diljit Dosanjh, Intense, Sultaan",22,173,69,1309511
2025-01-30,184,"Qaafirana Amit Trivedi, Arijit Singh, Nikhita Gandhi",40,—,1,1308613
2025-01-30,185,Espresso Sabrina Carpenter,26,165,40,1301606
2025-01-30,186,"Khamoshiyan Jeet Gannguli, Arijit Singh",90,—,1,1300699
2025-01-30,187,"Tere Liye Atif Aslam, Shreya Ghoshal",187,—,1,1291718
2025-01-30,188,"Manasilaayo Anirudh Ravichander, Malaysia Vasudevan, Deepthi Suresh, Yugendran Vasudevan",7,160,21,1288600
2025-01-30,189,"Itni Si Baat Hain (From ""Azhar"") Arijit Singh, Antara Mitra",144,194,2,1288389
2025-01-30,190,"O Re Piya Salim–Sulaiman, Rahat Fateh Ali Khan, Jaideep Sahni",95,—,1,1282664
2025-01-30,191,"Triple OG DIVINE, Phenom",191,192,2,1280291
2025-01-30,192,"Bekhayali (From ""Kabir Singh"") Sachet Tandon, Sachet-Parampara",1,196,2,1277137
2025-01-30,193,Choo Lo The Local Train,49,181,83,1276407
2025-01-30,194,"Jaanam (From ""Bad Newz"") Vishal Mishra",7,167,9,1275640
2025-01-30,195,"Main Rang Sharbaton Ka Atif Aslam, Chinmayi, Pritam",73,175,5,1275031
2025-01-30,196,"Bol Na Halke Halke Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Mahalakshmi Iyer, Gulzar",196,—,1,1272561
2025-01-30,197,"Hey Minnale G. V. Prakash, Haricharan, Shweta Mohan, Karthik Netha",10,162,16,1264941
2025-01-30,198,"Khairiyat Pritam, Arijit Singh",1,—,1,1256738
2025-01-30,199,Lemonade Diljit Dosanjh,26,172,126,1249160
2025-01-30,200,"Duniyaa (From ""Luka Chuppi"") Akhil, Dhvani Bhanushali, Kunaal Vermaa, Abhijit Vaghani",1,187,310,1248892
